,First_pokemon,Second_pokemon,Winner
30488,Mega Sceptile,Leavanny,Mega Sceptile
30489,Nidoqueen,Gourgeist Small Size,Gourgeist Small Size
30490,Fan Rotom,Musharna,Fan Rotom
30491,Cofagrigus,Makuhita,Cofagrigus
30492,Treecko,Gothita,Treecko
30493,Uxie,Mega Sableye,Mega Sableye
30494,Floatzel,Sewaddle,Floatzel
30495,Granbull,Shelgon,Shelgon
30496,Flareon,Mareep,Flareon
30497,Farfetch'd,Gourgeist Large Size,Gourgeist Large Size
30498,Spoink,Mareep,Spoink
30499,Cubone,Thundurus Therian Form,Cubone
30500,Drifloon,Claydol,Claydol
30501,Haxorus,Raticate,Raticate
30502,Torchic,Jynx,Jynx
30503,Braixen,Dusclops,Braixen
30504,Hippowdon,Watchog,Watchog
30505,Spheal,Mega Rayquaza,Mega Rayquaza
30506,Meloetta Pirouette Form,Pidgey,Meloetta Pirouette Form
30507,Blitzle,Glaceon,Blitzle
30508,Lampent,Jirachi,Jirachi
30509,Latias,Emolga,Latias
30510,Abomasnow,Cresselia,Cresselia
30511,Volcanion,Meditite,Volcanion
30512,Doduo,Charmeleon,Charmeleon
30513,Deino,Mega Diancie,Mega Diancie
30514,Goldeen,Luxio,Goldeen
30515,Greninja,Darumaka,Greninja
30516,Hoopa Unbound,Gurdurr,Hoopa Unbound
30517,Blissey,Mega Blaziken,Mega Blaziken
30518,Cloyster,Duosion,Cloyster
30519,Swalot,Budew,Budew
30520,Barboach,Nidoking,Nidoking
30521,Mega Diancie,Skrelp,Mega Diancie
30522,Uxie,Stantler,Uxie
30523,Huntail,Wailord,Wailord
30524,Mew,Feebas,Mew
30525,Archen,Thundurus Therian Form,Thundurus Therian Form
30526,Snorlax,Drifblim,Drifblim
30527,Mega Blaziken,Mega Steelix,Mega Blaziken
30528,Aipom,Aegislash Shield Form,Aegislash Shield Form
30529,Krookodile,Pichu,Krookodile
30530,Sliggoo,Scolipede,Scolipede
30531,Hydreigon,Delphox,Delphox
30532,Armaldo,Donphan,Donphan
30533,Vivillon,Xatu,Xatu
30534,Golbat,Zorua,Golbat
30535,Mienfoo,Altaria,Altaria
30536,Chespin,Flaaffy,Flaaffy
30537,Yamask,Lilligant,Lilligant
30538,Beartic,Clawitzer,Clawitzer
30539,Doduo,Diggersby,Doduo
30540,Tirtouga,Pinsir,Pinsir
30541,Staryu,Relicanth,Staryu
30542,Tangela,Tauros,Tauros
30543,Cascoon,Purugly,Purugly
30544,Togepi,Darkrai,Darkrai
30545,Mega Audino,Kingdra,Kingdra
30546,Drifloon,Mega Mewtwo Y,Mega Mewtwo Y
30547,Hawlucha,Gourgeist Small Size,Gourgeist Small Size
30548,Noctowl,Heat Rotom,Heat Rotom
30549,Mega Lopunny,Magnemite,Mega Lopunny
30550,Cherrim,Pumpkaboo Average Size,Cherrim
30551,Jirachi,Luxray,Jirachi
30552,Mawile,Ekans,Ekans
30553,Shaymin Land Form,Mienshao,Mienshao
30554,Kecleon,Goldeen,Goldeen
30555,Slowpoke,Aipom,Aipom
30556,Slowpoke,Poliwrath,Slowpoke
30557,Cubone,Yveltal,Yveltal
30558,Rayquaza,Mega Charizard Y,Mega Charizard Y
30559,Mega Gyarados,Croconaw,Mega Gyarados
30560,Skorupi,Bidoof,Skorupi
30561,Starmie,Electrike,Starmie
30562,Swalot,Vileplume,Swalot
30563,Hitmonchan,Cradily,Hitmonchan
30564,Regirock,Baltoy,Baltoy
30565,Trevenant,Quagsire,Trevenant
30566,Goodra,Cubone,Goodra
30567,Heracross,Hydreigon,Hydreigon
30568,Plusle,Fearow,Fearow
30569,Manectric,Duosion,Manectric
30570,Pansage,Beheeyem,Pansage
30571,Mega Tyranitar,Mega Aggron,Mega Tyranitar
30572,Zoroark,Roserade,Zoroark
30573,Buizel,Xerneas,Xerneas
30574,Skiploom,Mega Pidgeot,Mega Pidgeot
30575,Nosepass,Gligar,Gligar
30576,Dragonair,Whimsicott,Whimsicott
30577,Magnemite,Celebi,Celebi
30578,Mega Ampharos,Cofagrigus,Mega Ampharos
30579,Tyrogue,Mega Pinsir,Mega Pinsir
30580,Lugia,Gible,Lugia
30581,Marill,Trubbish,Trubbish
30582,Mega Blaziken,Butterfree,Mega Blaziken
30583,Dewgong,Swoobat,Swoobat
30584,Natu,Scizor,Natu
30585,Amoonguss,Joltik,Joltik
30586,Noibat,Onix,Onix
30587,Farfetch'd,Nidorina,Farfetch'd
30588,Magcargo,Slaking,Slaking
30589,Yanma,Skorupi,Yanma
30590,Dugtrio,Mime Jr.,Dugtrio
30591,Gabite,Porygon-Z,Porygon-Z
30592,Fraxure,Purugly,Purugly
30593,Pinsir,Umbreon,Pinsir
30594,Ninetales,Mega Heracross,Ninetales
30595,Scizor,Seadra,Seadra
30596,Makuhita,Frogadier,Frogadier
30597,Flareon,Sandile,Sandile
30598,Ralts,Mega Pidgeot,Mega Pidgeot
30599,Mandibuzz,Castform,Mandibuzz
30600,Nidoran♀,Abomasnow,Abomasnow
30601,Sewaddle,Abomasnow,Abomasnow
30602,Venomoth,Lucario,Lucario
30603,Shiftry,Snubbull,Shiftry
30604,Drifloon,Clauncher,Drifloon
30605,Oshawott,Dodrio,Dodrio
30606,Spoink,Meowstic Male,Meowstic Male
30607,Goomy,Frogadier,Frogadier
30608,Venusaur,Noctowl,Venusaur
30609,Snorlax,Manaphy,Manaphy
30610,Mantine,Drapion,Drapion
30611,Samurott,Togepi,Samurott
30612,Cinccino,Ralts,Cinccino
30613,Corphish,Lucario,Lucario
30614,Beautifly,Gigalith,Gigalith
30615,Starly,Breloom,Breloom
30616,Zangoose,Mega Slowbro,Zangoose
30617,Cascoon,Meganium,Meganium
30618,Seaking,Xerneas,Xerneas
30619,Mega Houndoom,Caterpie,Mega Houndoom
30620,Kirlia,Mega Banette,Mega Banette
30621,Budew,Weedle,Budew
30622,Gliscor,Fletchling,Gliscor
30623,Carnivine,Sigilyph,Sigilyph
30624,Cofagrigus,Piloswine,Piloswine
30625,Mega Heracross,Sudowoodo,Mega Heracross
30626,Magmortar,Deoxys Defense Form,Deoxys Defense Form
30627,Xatu,Flygon,Flygon
30628,Slurpuff,Claydol,Claydol
30629,Blitzle,Dewott,Blitzle
30630,Electivire,Diglett,Diglett
30631,Florges,Regigigas,Regigigas
30632,Talonflame,Golbat,Talonflame
30633,Panpour,Mega Gengar,Mega Gengar
30634,Geodude,Blaziken,Blaziken
30635,Taillow,Hitmonchan,Taillow
30636,Breloom,Venusaur,Venusaur
30637,Nosepass,Noibat,Noibat
30638,Kadabra,Tranquill,Kadabra
30639,Wobbuffet,Quagsire,Quagsire
30640,Gothita,Meloetta Pirouette Form,Meloetta Pirouette Form
30641,Mega Sableye,Typhlosion,Typhlosion
30642,Clamperl,Watchog,Watchog
30643,Honedge,Torchic,Torchic
30644,Shellos,Mega Rayquaza,Mega Rayquaza
30645,Stunfisk,Mega Abomasnow,Stunfisk
30646,Bunnelby,Mega Latios,Mega Latios
30647,Ponyta,Hoopa Unbound,Ponyta
30648,Cherubi,Snubbull,Cherubi
30649,Shaymin Sky Form,Cottonee,Shaymin Sky Form
30650,Staravia,Exeggcute,Staravia
30651,Skiploom,Blaziken,Blaziken
30652,Pangoro,Krabby,Pangoro
30653,Chikorita,Kadabra,Kadabra
30654,Mankey,Amoonguss,Mankey
30655,Paras,Loudred,Loudred
30656,Nidoran♀,Gourgeist Large Size,Gourgeist Large Size
30657,Poliwrath,Marshtomp,Poliwrath
30658,Dedenne,Beheeyem,Dedenne
30659,Treecko,Parasect,Parasect
30660,Dratini,Krookodile,Krookodile
30661,Misdreavus,Castform,Castform
30662,Fletchling,Tentacruel,Tentacruel
30663,Mega Gyarados,Malamar,Mega Gyarados
30664,Petilil,Celebi,Celebi
30665,Bagon,Houndour,Houndour
30666,Shieldon,Terrakion,Terrakion
30667,Cresselia,Stunky,Cresselia
30668,Wingull,Chespin,Chespin
30669,Panpour,Muk,Panpour
30670,Feraligatr,Tepig,Feraligatr
30671,Barboach,Frost Rotom,Frost Rotom
30672,Spoink,Shieldon,Spoink
30673,Lillipup,Mienfoo,Mienfoo
30674,Absol,Surskit,Absol
30675,Mantyke,Furret,Furret
30676,Mega Aggron,Keldeo Resolute Form,Keldeo Resolute Form
30677,Cleffa,Eelektrik,Eelektrik
30678,Totodile,Pawniard,Pawniard
30679,Weezing,Miltank,Miltank
30680,Registeel,Cacnea,Registeel
30681,Deoxys Defense Form,Scrafty,Scrafty
30682,Ninetales,Tyrantrum,Ninetales
30683,Spewpa,Nidoran♂,Nidoran♂
30684,Shellos,Kabutops,Kabutops
30685,Nidoran♀,Tyranitar,Tyranitar
30686,Mothim,Suicune,Suicune
30687,Pansear,Vigoroth,Vigoroth
30688,Lickitung,Sandile,Sandile
30689,Horsea,Kricketune,Kricketune
30690,Simipour,Breloom,Simipour
30691,Remoraid,Grotle,Grotle
30692,Wingull,Binacle,Wingull
30693,Gigalith,Timburr,Timburr
30694,Graveler,Pumpkaboo Super Size,Pumpkaboo Super Size
30695,Mantyke,Pichu,Pichu
30696,Genesect,Excadrill,Genesect
30697,Primeape,Gourgeist Small Size,Gourgeist Small Size
30698,Kirlia,Carbink,Carbink
30699,Tyranitar,Hoopa Confined,Hoopa Confined
30700,Beldum,Azumarill,Azumarill
30701,Chikorita,Lugia,Lugia
30702,Mega Absol,Zoroark,Mega Absol
30703,Amoonguss,Frost Rotom,Amoonguss
30704,Darkrai,Mantyke,Darkrai
30705,Heliolisk,Hitmontop,Heliolisk
30706,Zekrom,Nidorina,Zekrom
30707,Murkrow,Roserade,Murkrow
30708,Heat Rotom,Abomasnow,Heat Rotom
30709,Sceptile,Tyrogue,Sceptile
30710,Clawitzer,Cherrim,Cherrim
30711,Mega Gardevoir,Mega Charizard X,Mega Charizard X
30712,Bellossom,Roggenrola,Bellossom
30713,Fearow,Klinklang,Fearow
30714,Electivire,Frost Rotom,Electivire
30715,Krokorok,Farfetch'd,Krokorok
30716,Fraxure,Magby,Magby
30717,Probopass,Golbat,Golbat
30718,Gardevoir,Electivire,Electivire
30719,Masquerain,Hitmontop,Hitmontop
30720,Cubone,Galvantula,Galvantula
30721,Clefairy,Wailmer,Wailmer
30722,Arceus,Espeon,Arceus
30723,Cascoon,Mega Kangaskhan,Mega Kangaskhan
30724,Snivy,Bellossom,Snivy
30725,Clefable,Barbaracle,Barbaracle
30726,Alakazam,Throh,Alakazam
30727,Dwebble,Mienfoo,Mienfoo
30728,Dunsparce,Alomomola,Alomomola
30729,Darmanitan Standard Mode,Ninjask,Darmanitan Standard Mode
30730,Forretress,Skuntank,Skuntank
30731,Mega Garchomp,Nosepass,Mega Garchomp
30732,Sigilyph,Joltik,Sigilyph
30733,Tornadus Therian Form,Deoxys Normal Form,Deoxys Normal Form
30734,Manaphy,Absol,Manaphy
30735,Mantyke,Exeggcute,Mantyke
30736,Mega Medicham,Espeon,Espeon
30737,Bayleef,Granbull,Bayleef
30738,Quagsire,Aegislash Blade Form,Aegislash Blade Form
30739,Corphish,Beldum,Corphish
30740,Poliwrath,Zubat,Poliwrath
30741,Stoutland,Mega Latios,Mega Latios
30742,Relicanth,Avalugg,Relicanth
30743,Medicham,Sableye,Medicham
30744,Porygon,Typhlosion,Typhlosion
30745,Donphan,Woobat,Woobat
30746,Oddish,Gothita,Gothita
30747,Staravia,Mega Aggron,Staravia
30748,Heat Rotom,Shiftry,Heat Rotom
30749,Clamperl,Slowking,Clamperl
30750,Mega Ampharos,Regirock,Regirock
30751,Darmanitan Zen Mode,Mega Lucario,Mega Lucario
30752,Snorlax,Abomasnow,Abomasnow
30753,Tyrunt,Krokorok,Krokorok
30754,Larvitar,Carnivine,Carnivine
30755,Cacturne,Trevenant,Trevenant
30756,Nuzleaf,Mega Heracross,Mega Heracross
30757,Torterra,Carbink,Torterra
30758,Pangoro,Shroomish,Pangoro
30759,Spewpa,Volcanion,Volcanion
30760,Dugtrio,Tynamo,Dugtrio
30761,Latias,Mega Charizard X,Latias
30762,Heatran,Noctowl,Heatran
30763,Kirlia,Swellow,Swellow
30764,Doublade,Terrakion,Doublade
30765,Porygon,Volcarona,Volcarona
30766,Barboach,Muk,Barboach
30767,Cherrim,Graveler,Cherrim
30768,Honedge,Charmeleon,Charmeleon
30769,Mega Blaziken,Smoochum,Mega Blaziken
30770,Slowbro,Tentacool,Slowbro
30771,Dugtrio,Hoothoot,Dugtrio
30772,Cyndaquil,Mantyke,Cyndaquil
30773,Heatran,Wynaut,Heatran
30774,Gible,Furfrou,Furfrou
30775,Xerneas,Farfetch'd,Xerneas
30776,Sunkern,Dialga,Dialga
30777,Geodude,Mega Pinsir,Mega Pinsir
30778,Steelix,Ivysaur,Steelix
30779,Mega Gyarados,Surskit,Mega Gyarados
30780,Deoxys Defense Form,Darmanitan Zen Mode,Deoxys Defense Form
30781,Drilbur,Purrloin,Drilbur
30782,Gengar,Mega Kangaskhan,Mega Kangaskhan
30783,Gigalith,Cacnea,Cacnea
30784,Roselia,Pancham,Roselia
30785,Magnezone,Slugma,Magnezone
30786,Kyogre,Boldore,Kyogre
30787,Mightyena,Rhyperior,Mightyena
30788,Oddish,Klinklang,Klinklang
30789,Anorith,Munna,Anorith
30790,Darumaka,Dunsparce,Darumaka
30791,Politoed,Geodude,Politoed
30792,Arbok,Articuno,Articuno
30793,Primal Kyogre,Celebi,Celebi
30794,Dialga,Deoxys Speed Form,Deoxys Speed Form
30795,Croagunk,Combusken,Combusken
30796,Sharpedo,Scrafty,Sharpedo
30797,Cloyster,Vaporeon,Cloyster
30798,Unfezant,Lampent,Lampent
30799,Mega Charizard Y,White Kyurem,Mega Charizard Y
30800,Turtwig,White Kyurem,White Kyurem
30801,Mega Garchomp,Slaking,Slaking
30802,Vanillite,Darmanitan Zen Mode,Darmanitan Zen Mode
30803,Tentacool,Primal Kyogre,Primal Kyogre
30804,Mega Manectric,Luxray,Mega Manectric
30805,Drifblim,Bisharp,Drifblim
30806,Clawitzer,Musharna,Clawitzer
30807,Koffing,Meditite,Meditite
30808,Whirlipede,Snorlax,Whirlipede
30809,Pansage,Exeggcute,Pansage
30810,Primeape,Swirlix,Primeape
30811,Flabébé,Mega Manectric,Mega Manectric
30812,Beartic,Spinarak,Beartic
30813,Mr. Mime,Shelgon,Mr. Mime
30814,Machop,Mantine,Mantine
30815,Breloom,Spewpa,Breloom
30816,Flabébé,Dialga,Dialga
30817,Throh,Noctowl,Noctowl
30818,Fletchling,Munchlax,Munchlax
30819,Furret,Magby,Furret
30820,Silcoon,Joltik,Joltik
30821,Clefable,Lotad,Clefable
30822,Houndoom,Virizion,Virizion
30823,Flareon,Amaura,Flareon
30824,Froslass,Elekid,Elekid
30825,Groudon,Hippopotas,Groudon
30826,Mime Jr.,Wynaut,Mime Jr.
30827,Zigzagoon,Rapidash,Rapidash
30828,Escavalier,Palkia,Palkia
30829,Carvanha,Plusle,Plusle
30830,Petilil,Mega Charizard X,Mega Charizard X
30831,Woobat,Banette,Woobat
30832,Delphox,Smoochum,Delphox
30833,Fan Rotom,Crawdaunt,Fan Rotom
30834,Regigigas,Exeggcute,Regigigas
30835,Ivysaur,Tangela,Tangela
30836,Vileplume,Panpour,Panpour
30837,Barboach,Genesect,Genesect
30838,Delcatty,Natu,Natu
30839,Zygarde 50% Form,Leafeon,Leafeon
30840,Dusknoir,Mega Sceptile,Mega Sceptile
30841,Ampharos,Sableye,Sableye
30842,Kyogre,Mightyena,Kyogre
30843,Pignite,Skiploom,Skiploom
30844,Regirock,Gible,Regirock
30845,Gulpin,Shieldon,Gulpin
30846,Drapion,Combee,Drapion
30847,Whismur,Cryogonal,Cryogonal
30848,Steelix,Golbat,Golbat
30849,Exeggutor,Registeel,Exeggutor
30850,Porygon,Cobalion,Cobalion
30851,Woobat,Ledian,Ledian
30852,Caterpie,Clawitzer,Clawitzer
30853,Manectric,Unown,Manectric
30854,Tympole,Kyurem,Kyurem
30855,Wailord,Petilil,Wailord
30856,Vaporeon,Drowzee,Vaporeon
30857,Herdier,Diglett,Diglett
30858,Azelf,Tyrantrum,Azelf
30859,Clawitzer,Frogadier,Frogadier
30860,Mandibuzz,Uxie,Mandibuzz
30861,Spiritomb,Ekans,Ekans
30862,Flaaffy,Yamask,Flaaffy
30863,Poliwhirl,Kyurem,Kyurem
30864,Shaymin Sky Form,Volcanion,Shaymin Sky Form
30865,Chimchar,Mega Kangaskhan,Mega Kangaskhan
30866,Gourgeist Super Size,Raichu,Raichu
30867,Elgyem,Delibird,Delibird
30868,Mega Mewtwo X,Herdier,Mega Mewtwo X
30869,Gothorita,Chimecho,Chimecho
30870,Togekiss,Deoxys Attack Form,Deoxys Attack Form
30871,Dusclops,Chesnaught,Chesnaught
30872,Vaporeon,Espeon,Espeon
30873,Grimer,Heatmor,Heatmor
30874,Accelgor,Delibird,Accelgor
30875,Mega Banette,Mega Lopunny,Mega Lopunny
30876,Gothita,Mega Gyarados,Mega Gyarados
30877,Staryu,Ekans,Staryu
30878,Mienfoo,Rhyperior,Mienfoo
30879,Sigilyph,Metapod,Sigilyph
30880,Swablu,Simisage,Simisage
30881,Shellos,Bulbasaur,Bulbasaur
30882,Abra,Cobalion,Cobalion
30883,Manectric,Pachirisu,Manectric
30884,Electrode,Munchlax,Munchlax
30885,Escavalier,Bibarel,Bibarel
30886,Houndour,Mega Banette,Mega Banette
30887,Genesect,Klinklang,Genesect
30888,Gorebyss,Mega Blastoise,Mega Blastoise
30889,Magnemite,Fletchinder,Fletchinder
30890,Aegislash Blade Form,Zweilous,Aegislash Blade Form
30891,Cacnea,Swampert,Swampert
30892,Scizor,Taillow,Taillow
30893,Omastar,Tepig,Omastar
30894,Crawdaunt,Eelektross,Crawdaunt
30895,Spiritomb,Dewott,Dewott
30896,Dunsparce,Kyogre,Kyogre
30897,Dragonite,Yanma,Yanma
30898,Pupitar,Giratina Origin Form,Giratina Origin Form
30899,Lickitung,Drowzee,Drowzee
30900,Simisage,Swoobat,Swoobat
30901,Bonsly,Articuno,Articuno
30902,Mega Sableye,Aegislash Shield Form,Aegislash Shield Form
30903,Weedle,Archeops,Archeops
30904,Nidorina,Togetic,Nidorina
30905,Houndoom,Spheal,Houndoom
30906,Tornadus Therian Form,Scrafty,Tornadus Therian Form
30907,Archeops,Pumpkaboo Super Size,Archeops
30908,Slowbro,Vaporeon,Vaporeon
30909,Munchlax,Spoink,Munchlax
30910,Meowstic Female,Mega Steelix,Mega Steelix
30911,Heatran,Froslass,Froslass
30912,Mega Audino,Larvitar,Mega Audino
30913,Keldeo Resolute Form,Croagunk,Keldeo Resolute Form
30914,Gengar,Wartortle,Gengar
30915,Cloyster,White Kyurem,White Kyurem
30916,Mega Pinsir,Hippopotas,Mega Pinsir
30917,Mega Venusaur,Ledian,Ledian
30918,Scatterbug,Electivire,Electivire
30919,Jynx,Electrode,Electrode
30920,Chatot,Tynamo,Chatot
30921,Hawlucha,Gyarados,Hawlucha
30922,Krabby,Happiny,Krabby
30923,Magnemite,Mewtwo,Mewtwo
30924,Shelmet,Aromatisse,Aromatisse
30925,Slowbro,Beheeyem,Beheeyem
30926,Kakuna,Skuntank,Skuntank
30927,Snorunt,Beautifly,Beautifly
30928,Mega Scizor,Galvantula,Galvantula
30929,Grotle,Garbodor,Garbodor
30930,Natu,Donphan,Natu
30931,Roserade,Golbat,Golbat
30932,Doublade,Weepinbell,Weepinbell
30933,Thundurus Incarnate Form,Aggron,Thundurus Incarnate Form
30934,Chimecho,Mega Gardevoir,Mega Gardevoir
30935,Aegislash Blade Form,Shellder,Shellder
30936,Trevenant,Mega Venusaur,Mega Venusaur
30937,Espeon,Galvantula,Espeon
30938,Staraptor,Swellow,Swellow
30939,Mega Banette,Vigoroth,Vigoroth
30940,Gyarados,Aerodactyl,Aerodactyl
30941,Bagon,Omanyte,Bagon
30942,Geodude,Zoroark,Zoroark
30943,Azumarill,Surskit,Surskit
30944,Volbeat,Mega Manectric,Mega Manectric
30945,Grotle,Skuntank,Skuntank
30946,Watchog,Slugma,Watchog
30947,Dedenne,Simisear,Simisear
30948,Seedot,Porygon-Z,Porygon-Z
30949,Zweilous,Archen,Archen
30950,Thundurus Incarnate Form,Hoothoot,Thundurus Incarnate Form
30951,Gible,Infernape,Infernape
30952,Mareep,Salamence,Salamence
30953,Loudred,Genesect,Genesect
30954,Graveler,Klefki,Klefki
30955,Goldeen,Zygarde 50% Form,Zygarde 50% Form
30956,Throh,Banette,Banette
30957,Zapdos,Articuno,Zapdos
30958,Lairon,Kirlia,Kirlia
30959,Floatzel,Baltoy,Floatzel
30960,Tympole,Buizel,Buizel
30961,Jumpluff,Barbaracle,Jumpluff
30962,Poliwhirl,Simisear,Simisear
30963,Audino,Kingler,Kingler
30964,Mega Gengar,Feraligatr,Mega Gengar
30965,Registeel,Groudon,Groudon
30966,Fearow,Shroomish,Fearow
30967,Sylveon,Simisear,Simisear
30968,Cloyster,Hitmontop,Hitmontop
30969,Banette,Genesect,Genesect
30970,Wailord,Shedinja,Shedinja
30971,Feraligatr,Chikorita,Feraligatr
30972,Boldore,Minun,Boldore
30973,Mega Gallade,Piplup,Mega Gallade
30974,Tepig,Gloom,Tepig
30975,Garbodor,Exploud,Garbodor
30976,Klefki,Wobbuffet,Klefki
30977,Shaymin Land Form,Pyroar,Pyroar
30978,Loudred,Chingling,Loudred
30979,Boldore,Solrock,Solrock
30980,Piplup,Solrock,Solrock
30981,Zangoose,Nidoran♀,Zangoose
30982,Deoxys Attack Form,Mega Charizard Y,Deoxys Attack Form
30983,Klang,Mega Rayquaza,Mega Rayquaza
30984,Meditite,Pidove,Meditite
30985,Tentacool,Eelektrik,Eelektrik
30986,Beheeyem,Cradily,Cradily
30987,Elgyem,Crobat,Crobat
30988,Nuzleaf,Togetic,Nuzleaf
30989,Mega Manectric,Grovyle,Mega Manectric
30990,Hitmontop,Eelektrik,Hitmontop
30991,Cyndaquil,Jynx,Jynx
30992,Pikachu,Volcarona,Volcarona
30993,Primal Groudon,Mega Sharpedo,Mega Sharpedo
30994,Corsola,Amoonguss,Corsola
30995,Mega Slowbro,Liepard,Liepard
30996,Clefairy,Cranidos,Cranidos
30997,Dewott,Dragonair,Dragonair
30998,Poliwhirl,Grumpig,Poliwhirl
30999,Articuno,Fearow,Fearow
31000,Articuno,Raikou,Raikou
31001,Flabébé,Litwick,Flabébé
31002,Vanillish,Golem,Vanillish
31003,Fletchling,Zubat,Fletchling
31004,Tentacool,Gyarados,Gyarados
31005,Omastar,Hoopa Confined,Hoopa Confined
31006,Flabébé,Mega Steelix,Mega Steelix
31007,Skrelp,Parasect,Parasect
31008,Onix,Darumaka,Onix
31009,Unown,Exploud,Exploud
31010,Haxorus,Conkeldurr,Haxorus
31011,Marshtomp,Ralts,Marshtomp
31012,Sliggoo,Volbeat,Volbeat
31013,Mega Beedrill,Mew,Mega Beedrill
31014,Mega Gardevoir,Fletchling,Mega Gardevoir
31015,Golurk,Swalot,Swalot
31016,Mega Mawile,Spewpa,Mega Mawile
31017,Giratina Origin Form,Golem,Giratina Origin Form
31018,Whismur,Elgyem,Elgyem
31019,Bisharp,Petilil,Bisharp
31020,Sentret,Haxorus,Haxorus
31021,Munna,Metapod,Metapod
31022,Carvanha,Gorebyss,Carvanha
31023,Watchog,Tynamo,Watchog
31024,Heatmor,Taillow,Taillow
31025,Simisage,Ponyta,Simisage
31026,Vanillish,Bidoof,Vanillish
31027,Ninetales,Mienfoo,Ninetales
31028,Lotad,Remoraid,Remoraid
31029,Bisharp,Helioptile,Helioptile
31030,Skorupi,Drifloon,Drifloon
31031,Spheal,Frost Rotom,Frost Rotom
31032,Cofagrigus,Granbull,Granbull
31033,Eelektross,Zygarde 50% Form,Zygarde 50% Form
31034,Makuhita,Kadabra,Kadabra
31035,Gabite,Zapdos,Zapdos
31036,Deerling,Empoleon,Deerling
31037,Shuppet,Phantump,Shuppet
31038,Nidoqueen,Darmanitan Standard Mode,Darmanitan Standard Mode
31039,Smeargle,Delphox,Delphox
31040,Pignite,Shellder,Pignite
31041,Sawk,Seaking,Sawk
31042,Mega Mewtwo X,Skiploom,Mega Mewtwo X
31043,Zygarde 50% Form,Remoraid,Zygarde 50% Form
31044,Froslass,Croagunk,Froslass
31045,Espeon,Quilladin,Espeon
31046,Metapod,Ponyta,Ponyta
31047,Sharpedo,Zangoose,Sharpedo
31048,Ledian,Nincada,Ledian
31049,Doduo,Nosepass,Doduo
31050,Lickilicky,Anorith,Anorith
31051,Furret,Dragalge,Furret
31052,Lairon,Porygon2,Porygon2
31053,Koffing,Floatzel,Floatzel
31054,Dusclops,Delibird,Delibird
31055,Wynaut,Nidorino,Nidorino
31056,Malamar,Zubat,Malamar
31057,Phantump,Seel,Seel
31058,Simisage,Galvantula,Galvantula
31059,Electrike,Kabuto,Electrike
31060,Zapdos,Weavile,Weavile
31061,Patrat,Mawile,Mawile
31062,Primal Groudon,Cloyster,Primal Groudon
31063,Emboar,Mega Gyarados,Mega Gyarados
31064,Reshiram,Torchic,Reshiram
31065,Sigilyph,Slurpuff,Sigilyph
31066,Floette,Purrloin,Purrloin
31067,Mega Scizor,Cinccino,Cinccino
31068,Mismagius,Pyroar,Pyroar
31069,Deoxys Defense Form,Mow Rotom,Deoxys Defense Form
31070,Corsola,Elgyem,Corsola
31071,Mantine,Mega Tyranitar,Mega Tyranitar
31072,Cresselia,Lucario,Lucario
31073,Hippowdon,Beautifly,Beautifly
31074,Bibarel,Frillish,Bibarel
31075,Mega Manectric,Magnemite,Mega Manectric
31076,Illumise,Vigoroth,Vigoroth
31077,Loudred,Skiploom,Skiploom
31078,Spritzee,Walrein,Walrein
31079,Gastly,Typhlosion,Typhlosion
31080,Primal Kyogre,Groudon,Groudon
31081,Tirtouga,Vullaby,Tirtouga
31082,Wailord,Caterpie,Wailord
31083,Meowth,Frillish,Frillish
31084,Cottonee,Togekiss,Togekiss
31085,Gabite,Croconaw,Gabite
31086,Buizel,Relicanth,Buizel
31087,Shroomish,Venusaur,Venusaur
31088,Mega Glalie,Avalugg,Mega Glalie
31089,Articuno,Golurk,Articuno
31090,Mightyena,Avalugg,Mightyena
31091,Throh,Croconaw,Croconaw
31092,Mantine,Cobalion,Cobalion
31093,Probopass,Magnezone,Magnezone
31094,Mareep,Palkia,Palkia
31095,Jumpluff,Hoothoot,Jumpluff
31096,Tepig,Mega Lucario,Mega Lucario
31097,Mega Pidgeot,Roggenrola,Mega Pidgeot
31098,Sandile,Nidoking,Nidoking
31099,Torterra,Dratini,Torterra
31100,Piplup,Dodrio,Dodrio
31101,Groudon,Serperior,Serperior
31102,Garbodor,Goodra,Goodra
31103,Spewpa,Mega Gengar,Mega Gengar
31104,Seedot,Combee,Combee
31105,Zigzagoon,Plusle,Plusle
31106,Empoleon,Liepard,Liepard
31107,Pelipper,Togekiss,Togekiss
31108,Lickitung,Archeops,Archeops
31109,Cryogonal,Seel,Cryogonal
31110,Klang,Kricketune,Kricketune
31111,Corphish,Mudkip,Mudkip
31112,Corsola,Exploud,Exploud
31113,Bisharp,Wurmple,Bisharp
