,First_pokemon,Second_pokemon,Winner,win_class
64679,Pyukumuku,Perrserker,Perrserker,Physical
64680,Appletun,Wailord,Wailord,Physical
64681,Volbeat,Cradily,Cradily,Special
64682,Sobble,Elgyem,Sobble,Physical
64683,Pyukumuku,Palkia,Palkia,Special
64684,Magmar,Darkrai,Darkrai,Physical
64685,Dewpider,Audino,Audino,Physical
64686,Rolycoly,Arrokuda,Rolycoly,Special
64687,Eelektrik,Fletchinder,Eelektrik,Physical
64688,Black Kyurem,Vullaby,Black Kyurem,Physical
64689,Dracovish,Mega Manectric,Mega Manectric,Special
64690,Kecleon,Bidoof,Bidoof,Physical
64691,Suicune,Medicham,Suicune,Physical
64692,Grimer,Slugma,Grimer,Special
64693,Mega Latios,Fletchinder,Mega Latios,Physical
64694,Mega Sableye,Typhlosion,Typhlosion,Physical
64695,Dhelmise,Weepinbell,Dhelmise,Physical
64696,Xurkitree,Bewear,Xurkitree,Special
64697,Perrserker,Ledian,Perrserker,Physical
64698,Sentret,Regieleki,Regieleki,Special
64699,Poliwhirl,Rillaboom,Rillaboom,Physical
64700,Goodra,Voltorb,Goodra,Special
64701,Gastly,Meditite,Gastly,Special
64702,Spearow,Scrafty,Scrafty,Physical
64703,Terrakion,Kirlia,Terrakion,Physical
64704,Cofagrigus,Wooper,Cofagrigus,Physical
64705,Braixen,Milcery,Braixen,Physical
64706,Hoopa Unbound,Alolan Raticate,Alolan Raticate,Physical
64707,Mismagius,Alolan Rattata,Alolan Rattata,Physical
64708,Own Tempo Rockruff,Banette,Banette,Special
64709,Togedemaru,Metapod,Togedemaru,Special
64710,Bulbasaur,Deerling,Bulbasaur,Physical
64711,Donphan,Bisharp,Donphan,Physical
64712,Vileplume,Tynamo,Vileplume,Special
64713,Clobbopus,Emolga,Emolga,Special
64714,Rampardos,Empoleon,Rampardos,Physical
64715,Ampharos,Mega Sableye,Ampharos,Physical
64716,Mega Alakazam,Moltres,Mega Alakazam,Special
64717,Carkol,Mankey,Carkol,Special
64718,Duosion,Corsola,Corsola,Special
64719,Accelgor,Lopunny,Lopunny,Physical
64720,Karrablast,Registeel,Registeel,Special
64721,Lucario,Chatot,Lucario,Physical
64722,Machoke,Victini,Victini,Physical
64723,Krokorok,Reuniclus,Reuniclus,Special
64724,Manectric,Steelix,Steelix,Physical
64725,Mega Banette,Mega Glalie,Mega Glalie,Physical
64726,Sylveon,Zangoose,Zangoose,Physical
64727,Exeggcute,Furret,Furret,Physical
64728,Sewaddle,Watchog,Watchog,Physical
64729,Dubwool,Dhelmise,Dubwool,Physical
64730,Nuzleaf,Wailord,Wailord,Physical
64731,Mega Gyarados,Empoleon,Mega Gyarados,Physical
64732,Accelgor,Goomy,Accelgor,Special
64733,Blaziken,Ponyta,Blaziken,Physical
64734,Shelgon,Mandibuzz,Mandibuzz,Physical
64735,Stufful,Omanyte,Stufful,Physical
64736,Roselia,Tsareena,Tsareena,Physical
64737,Latios,Staravia,Latios,Physical
64738,Ludicolo,Slurpuff,Ludicolo,Physical
64739,Regidrago,Swellow,Regidrago,Physical
64740,Darkrai,Wooloo,Darkrai,Special
64741,Maractus,Eevee,Eevee,Physical
64742,Wooloo,Dunsparce,Dunsparce,Physical
64743,Trapinch,Beartic,Beartic,Physical
64744,Monferno,Goomy,Monferno,Physical
64745,Delcatty,Spritzee,Delcatty,Physical
64746,Yanmega,Staryu,Staryu,Physical
64747,Celebi,Sandshrew,Celebi,Physical
64748,Meganium,Aron,Meganium,Physical
64749,Riolu,Zarude,Zarude,Special
64750,Gallade,Dreepy,Gallade,Physical
64751,Skitty,Combusken,Combusken,Physical
64752,Bellossom,Walrein,Walrein,Physical
64753,Mega Sharpedo,Rapidash,Mega Sharpedo,Special
64754,Victreebel,Marshadow,Marshadow,Physical
64755,Combusken,Luxio,Combusken,Physical
64756,Arctovish,Excadrill,Arctovish,Special
64757,Alolan Vulpix,Dialga,Dialga,Physical
64758,Mudsdale,Inteleon,Inteleon,Special
64759,Sliggoo,Arceus,Arceus,Physical
64760,Tapu Bulu,Skorupi,Tapu Bulu,Physical
64761,Omanyte,Decidueye,Decidueye,Physical
64762,Smoochum,Swadloon,Swadloon,Physical
64763,Cofagrigus,Buizel,Buizel,Physical
64764,Galvantula,Raikou,Raikou,Special
64765,Decidueye,Drizzile,Decidueye,Physical
64766,Toucannon,Stantler,Toucannon,Physical
64767,Hattrem,Bouffalant,Bouffalant,Physical
64768,Diancie,Sigilyph,Diancie,Special
64769,Clamperl,Zorua,Clamperl,Physical
64770,Grovyle,Chewtle,Grovyle,Physical
64771,Azumarill,Sawsbuck,Azumarill,Physical
64772,Primal Kyogre,Stakataka,Primal Kyogre,Physical
64773,Emolga,Slurpuff,Emolga,Special
64774,Feraligatr,Wynaut,Feraligatr,Physical
64775,Alolan Diglett,Gumshoos,Gumshoos,Special
64776,Medicham,Tauros,Tauros,Physical
64777,Kartana,Skorupi,Kartana,Physical
64778,Mega Gardevoir,Uxie,Mega Gardevoir,Special
64779,Mega Banette,Clawitzer,Clawitzer,Physical
64780,Scatterbug,Uxie,Uxie,Special
64781,Trubbish,Beedrill,Beedrill,Special
64782,Dracozolt,Lileep,Dracozolt,Physical
64783,Shuckle,Scraggy,Scraggy,Physical
64784,Roserade,Bastiodon,Bastiodon,Physical
64785,Marshadow,Shelmet,Marshadow,Physical
64786,Sealeo,Staryu,Sealeo,Physical
64787,Ledian,Frillish,Frillish,Special
64788,Archen,Sunflora,Sunflora,Physical
64789,Mega Sceptile,Pignite,Pignite,Physical
64790,Sewaddle,Snover,Sewaddle,Physical
64791,Mega Glalie,Vibrava,Mega Glalie,Physical
64792,Araquanid,Weepinbell,Araquanid,Special
64793,Raticate,Musharna,Musharna,Special
64794,Delcatty,Lilligant,Delcatty,Physical
64795,Crabominable,Rhyperior,Crabominable,Physical
64796,Shellder,Hatenna,Shellder,Special
64797,Silvally,Chimecho,Silvally,Physical
64798,Fomantis,Rookidee,Fomantis,Special
64799,Blastoise,Shellder,Blastoise,Physical
64800,Primarina,Silvally,Silvally,Physical
64801,Tapu Koko,Taillow,Taillow,Physical
64802,Dragonair,Meditite,Dragonair,Physical
64803,Victreebel,Octillery,Victreebel,Physical
64804,Mega Rayquaza,Steenee,Mega Rayquaza,Special
64805,Sandygast,Phanpy,Sandygast,Special
64806,Mismagius,Own Tempo Rockruff,Mismagius,Special
64807,Terrakion,Meganium,Meganium,Special
64808,Houndoom,Trevenant,Trevenant,Physical
64809,Herdier,Gastly,Gastly,Physical
64810,Empoleon,Geodude,Empoleon,Special
64811,Mantine,Infernape,Mantine,Physical
64812,Piloswine,Indeedee Male,Piloswine,Physical
64813,Magcargo,Charizard,Charizard,Special
64814,Ultra Necrozma,Amaura,Ultra Necrozma,Physical
64815,Torracat,Hitmontop,Torracat,Physical
64816,Marowak,Bergmite,Marowak,Special
64817,Morgrem,Happiny,Morgrem,Physical
64818,Alolan Geodude,Corphish,Corphish,Physical
64819,Mega Beedrill,Dedenne,Dedenne,Physical
64820,Diggersby,Pinsir,Pinsir,Physical
64821,Magmar,Swinub,Magmar,Physical
64822,Tympole,Bronzor,Bronzor,Special
64823,Tapu Lele,Snorunt,Tapu Lele,Special
64824,Alolan Diglett,Magmortar,Magmortar,Physical
64825,Falinks,Venonat,Falinks,Physical
64826,Arceus,Pansage,Arceus,Special
64827,Doduo,Mega Abomasnow,Mega Abomasnow,Special
64828,Corviknight,Azelf,Azelf,Physical
64829,Primal Kyogre,Snorunt,Primal Kyogre,Special
64830,Togetic,Litwick,Litwick,Special
64831,Dragalge,Slakoth,Dragalge,Special
64832,Tangrowth,Golem,Tangrowth,Physical
64833,Deino,Quilladin,Deino,Physical
64834,Magikarp,Barbaracle,Barbaracle,Special
64835,Sobble,Sealeo,Sealeo,Physical
64836,Espeon,Aggron,Aggron,Physical
64837,Monferno,Granbull,Granbull,Physical
64838,Geodude,Bruxish,Bruxish,Special
64839,Mewtwo,Noivern,Noivern,Physical
64840,Mega Altaria,Mega Mawile,Mega Altaria,Physical
64841,Maractus,Sharpedo,Maractus,Physical
64842,Wooloo,Mega Sharpedo,Mega Sharpedo,Physical
64843,Manectric,Weezing,Manectric,Physical
64844,Vanillite,Grimmsnarl,Grimmsnarl,Physical
64845,Glaceon,Kingler,Kingler,Physical
64846,Meowstic Female,Masquerain,Masquerain,Special
64847,Swampert,Alolan Ninetales,Alolan Ninetales,Special
64848,Mothim,Decidueye,Decidueye,Physical
64849,Mienshao,Piplup,Mienshao,Physical
64850,Stantler,Caterpie,Stantler,Physical
64851,Shiinotic,Sentret,Shiinotic,Physical
64852,Simipour,Pyroar,Pyroar,Physical
64853,Zubat,Metagross,Metagross,Physical
64854,Hatterene,Mew,Hatterene,Physical
64855,Swampert,Regidrago,Regidrago,Special
64856,Rookidee,Phione,Phione,Physical
64857,Mega Slowbro,Nincada,Mega Slowbro,Physical
64858,Gulpin,Electabuzz,Electabuzz,Special
64859,Mega Medicham,Quagsire,Quagsire,Physical
64860,Necrozma,Vanillite,Necrozma,Physical
64861,Drampa,Magmortar,Magmortar,Physical
64862,Nincada,Slowking,Slowking,Physical
64863,Wartortle,Toxicroak,Wartortle,Physical
64864,Fomantis,Watchog,Watchog,Physical
64865,Lurantis,Seel,Lurantis,Special
64866,Snom,Joltik,Joltik,Special
64867,Pangoro,Silicobra,Pangoro,Physical
64868,Eldegoss,Magmortar,Magmortar,Special
64869,Alolan Exeggutor,Archen,Archen,Special
64870,Cofagrigus,Houndour,Cofagrigus,Special
64871,Scatterbug,Chesnaught,Chesnaught,Physical
64872,Fennekin,Primarina,Primarina,Special
64873,Cinderace,Abra,Cinderace,Special
64874,Porygon2,Nihilego,Nihilego,Physical
64875,Lickilicky,Mega Metagross,Mega Metagross,Physical
64876,Armaldo,Lanturn,Lanturn,Physical
64877,Froakie,Beheeyem,Beheeyem,Physical
64878,Oshawott,Blitzle,Oshawott,Physical
64879,Arcanine,Tympole,Arcanine,Physical
64880,Kricketot,Eldegoss,Eldegoss,Special
64881,Vullaby,Impidimp,Vullaby,Special
64882,Mow Rotom,Steelix,Steelix,Physical
64883,Necrozma,Spiritomb,Necrozma,Special
64884,Starly,Pichu,Starly,Special
64885,Brionne,Vigoroth,Brionne,Physical
64886,Scorbunny,Entei,Entei,Physical
64887,Axew,Mega Sceptile,Mega Sceptile,Physical
64888,Raticate,Dugtrio,Raticate,Physical
64889,Blacephalon,Tympole,Tympole,Physical
64890,Nihilego,Arctovish,Arctovish,Physical
64891,Gothorita,Gastly,Gastly,Physical
64892,Thwackey,Dedenne,Dedenne,Special
64893,Purugly,Grumpig,Grumpig,Physical
64894,Pincurchin,Wimpod,Pincurchin,Physical
64895,Spheal,Combee,Spheal,Physical
64896,Ivysaur,Milotic,Milotic,Special
64897,Magmar,Lickilicky,Magmar,Special
64898,Magneton,Carbink,Carbink,Physical
64899,Diglett,Croconaw,Croconaw,Physical
64900,Nidorino,Heatran,Nidorino,Physical
64901,Slowbro,Tapu Lele,Tapu Lele,Physical
64902,Mega Metagross,Sandile,Mega Metagross,Special
64903,Froakie,Gabite,Froakie,Physical
64904,Crabrawler,Fan Rotom,Fan Rotom,Special
64905,Chewtle,Alolan Marowak,Alolan Marowak,Physical
64906,Alolan Rattata,Mandibuzz,Mandibuzz,Physical
64907,Alolan Rattata,Ralts,Alolan Rattata,Special
64908,Cyndaquil,Zapdos,Zapdos,Physical
64909,Orbeetle,Morelull,Orbeetle,Physical
64910,Cacturne,Luxray,Cacturne,Physical
64911,Rotom,Wash Rotom,Rotom,Physical
64912,Fletchinder,Stoutland,Stoutland,Physical
64913,White Kyurem,Voltorb,White Kyurem,Physical
64914,Honchkrow,Houndoom,Houndoom,Special
64915,Pawniard,Charmeleon,Charmeleon,Physical
64916,Beheeyem,Yungoos,Beheeyem,Special
64917,Jumpluff,Honedge,Honedge,Physical
64918,Pidgeot,Brionne,Pidgeot,Physical
64919,Skitty,Sandygast,Sandygast,Special
64920,Meowstic Female,Dewgong,Dewgong,Physical
64921,Florges,Rotom,Florges,Physical
64922,Shuppet,Braviary,Braviary,Physical
64923,Exeggutor,Happiny,Exeggutor,Physical
64924,Mega Abomasnow,Mega Scizor,Mega Scizor,Physical
64925,Eternatus,Abra,Eternatus,Special
64926,Amoonguss,Probopass,Probopass,Special
64927,Duosion,Arbok,Duosion,Physical
64928,Volbeat,Amoonguss,Amoonguss,Physical
64929,Delibird,Spritzee,Spritzee,Physical
64930,Rhyhorn,Alolan Exeggutor,Alolan Exeggutor,Physical
64931,Watchog,Carvanha,Watchog,Special
64932,Ultra Necrozma,Haunter,Ultra Necrozma,Physical
64933,Gumshoos,Grapploct,Grapploct,Physical
64934,Zekrom,Drilbur,Zekrom,Special
64935,Escavalier,Audino,Escavalier,Physical
64936,Stantler,Latios,Stantler,Physical
64937,Gligar,Porygon,Porygon,Special
64938,Maractus,Pancham,Maractus,Special
64939,Ralts,Duraludon,Ralts,Physical
64940,Zoroark,Sceptile,Sceptile,Physical
64941,Leafeon,Shuppet,Leafeon,Physical
64942,Zorua,Arrokuda,Arrokuda,Physical
64943,Beheeyem,Swellow,Swellow,Physical
64944,Miltank,Dubwool,Miltank,Physical
64945,Anorith,Steelix,Steelix,Physical
64946,Larvitar,Cottonee,Larvitar,Special
64947,Cutiefly,Sudowoodo,Sudowoodo,Physical
64948,Mega Metagross,Kabutops,Kabutops,Physical
64949,Alolan Rattata,Lopunny,Lopunny,Physical
64950,Hariyama,Sudowoodo,Hariyama,Physical
64951,Sewaddle,Sinistea,Sewaddle,Physical
64952,Sawsbuck,Luvdisc,Sawsbuck,Physical
64953,Beedrill,Shellder,Beedrill,Physical
64954,Gorebyss,Espurr,Gorebyss,Special
64955,Excadrill,Corvisquire,Excadrill,Physical
64956,Mega Camerupt,Raikou,Raikou,Special
64957,Duosion,Melmetal,Melmetal,Physical
64958,Pyukumuku,Mankey,Mankey,Physical
64959,Slaking,Wailmer,Slaking,Physical
64960,Lunatone,Scizor,Lunatone,Physical
64961,Bibarel,Mega Aggron,Mega Aggron,Physical
64962,Cleffa,Vigoroth,Vigoroth,Physical
64963,Pawniard,Phantump,Pawniard,Physical
64964,Natu,Azelf,Azelf,Physical
64965,Swellow,Togedemaru,Togedemaru,Physical
64966,Mega Glalie,Slurpuff,Mega Glalie,Special
64967,Chesnaught,Altaria,Altaria,Physical
64968,Skorupi,Morelull,Skorupi,Physical
64969,Applin,Fomantis,Fomantis,Physical
64970,Boldore,Persian,Persian,Physical
64971,Rookidee,Dialga,Dialga,Physical
64972,Spewpa,Mega Lucario,Mega Lucario,Physical
64973,Malamar,Golurk,Golurk,Physical
64974,Purrloin,Cinccino,Cinccino,Special
64975,Crobat,Grovyle,Crobat,Physical
64976,Grubbin,Dartrix,Dartrix,Physical
64977,Eelektrik,Inteleon,Eelektrik,Physical
64978,Mega Houndoom,Ninjask,Mega Houndoom,Special
64979,Bunnelby,Ekans,Ekans,Physical
64980,Jigglypuff,Phantump,Phantump,Physical
64981,Pidgeot,Meditite,Pidgeot,Physical
64982,Weepinbell,Skitty,Skitty,Physical
64983,Mew,Oddish,Mew,Physical
64984,Solosis,Bounsweet,Solosis,Special
64985,Tauros,Mantine,Mantine,Physical
64986,Heatmor,Oshawott,Oshawott,Physical
64987,Alolan Grimer,Ralts,Alolan Grimer,Physical
64988,Metagross,Stantler,Metagross,Physical
64989,Swirlix,Timburr,Swirlix,Physical
64990,Horsea,Toucannon,Toucannon,Physical
64991,Clobbopus,Aggron,Aggron,Physical
64992,Simisage,Plusle,Simisage,Special
64993,Zorua,Delphox,Delphox,Special
64994,Petilil,Gurdurr,Gurdurr,Physical
64995,Blitzle,Crawdaunt,Crawdaunt,Physical
64996,Beautifly,Noibat,Noibat,Physical
64997,Machop,Espeon,Espeon,Special
64998,Luxray,Mega Camerupt,Luxray,Physical
64999,Inteleon,Mega Gallade,Mega Gallade,Physical
65000,Mega Metagross,Graveler,Mega Metagross,Special
65001,Excadrill,Togekiss,Excadrill,Physical
65002,Butterfree,Crabrawler,Crabrawler,Physical
65003,Joltik,Inkay,Inkay,Physical
65004,Mega Lucario,Inkay,Mega Lucario,Physical
65005,Illumise,Lurantis,Lurantis,Physical
65006,Meowstic Male,Chimchar,Meowstic Male,Special
65007,Roggenrola,Pincurchin,Pincurchin,Special
65008,Calyrex,Tyranitar,Tyranitar,Physical
65009,Gogoat,Lucario,Gogoat,Physical
65010,Cubone,Meditite,Cubone,Physical
65011,Chimchar,Combee,Chimchar,Physical
65012,Thievul,Kyurem,Kyurem,Physical
65013,Huntail,Beedrill,Beedrill,Physical
65014,Aggron,Seedot,Aggron,Physical
65015,Porygon2,Sneasel,Sneasel,Physical
65016,Regirock,Dewpider,Regirock,Physical
65017,Sceptile,Bouffalant,Bouffalant,Physical
65018,Dewgong,Dratini,Dewgong,Special
65019,Lairon,Golisopod,Lairon,Physical
65020,Palkia,Cursola,Palkia,Special
65021,Natu,Blastoise,Blastoise,Physical
65022,Gigalith,Nickit,Gigalith,Physical
65023,Arbok,Mamoswine,Arbok,Physical
65024,Salazzle,Cubone,Salazzle,Physical
65025,Taillow,Poliwhirl,Poliwhirl,Physical
65026,Milotic,Timburr,Milotic,Physical
65027,Toxel,Bayleef,Bayleef,Physical
65028,Venipede,Spinda,Spinda,Physical
65029,Mega Rayquaza,Chewtle,Mega Rayquaza,Physical
65030,Staravia,Clamperl,Staravia,Physical
65031,Scyther,Sunkern,Scyther,Special
65032,Zebstrika,Delphox,Delphox,Physical
65033,Pansage,Heliolisk,Pansage,Physical
65034,Totodile,Arctozolt,Arctozolt,Physical
65035,Mamoswine,Spinarak,Mamoswine,Physical
65036,Heracross,Dusknoir,Heracross,Physical
65037,Azurill,Klinklang,Klinklang,Physical
65038,Stufful,Sobble,Stufful,Physical
65039,Silicobra,Fan Rotom,Fan Rotom,Special
65040,Mega Mawile,Cleffa,Mega Mawile,Physical
65041,Cradily,Helioptile,Cradily,Physical
65042,Xurkitree,Pheromosa,Pheromosa,Physical
65043,Tapu Lele,Wailmer,Wailmer,Physical
65044,Barbaracle,Kirlia,Barbaracle,Physical
65045,Chikorita,Shedinja,Shedinja,Physical
65046,Staravia,Riolu,Riolu,Physical
65047,Sobble,Grotle,Grotle,Physical
65048,Torkoal,Beheeyem,Torkoal,Physical
65049,Pidove,Zubat,Pidove,Physical
65050,Quagsire,Mudsdale,Quagsire,Special
65051,Paras,Klinklang,Klinklang,Special
65052,Mega Charizard Y,Tranquill,Mega Charizard Y,Special
65053,Magneton,Celesteela,Celesteela,Physical
65054,Feraligatr,Registeel,Registeel,Special
65055,Boldore,Tyranitar,Tyranitar,Physical
65056,Wooper,Purugly,Purugly,Physical
65057,Gengar,Registeel,Registeel,Physical
65058,Loudred,Espeon,Loudred,Physical
65059,Slaking,Deino,Slaking,Physical
65060,Boltund,Regieleki,Regieleki,Physical
65061,Delcatty,Teddiursa,Delcatty,Physical
65062,Teddiursa,Altaria,Altaria,Physical
65063,Smoochum,Oddish,Oddish,Physical
65064,Togekiss,Wartortle,Wartortle,Physical
65065,Dewott,Sandshrew,Dewott,Physical
65066,Alolan Sandshrew,Magby,Alolan Sandshrew,Physical
65067,Pyukumuku,Wobbuffet,Wobbuffet,Physical
65068,Azelf,Drampa,Drampa,Special
65069,Pidgeot,Relicanth,Relicanth,Physical
65070,Glameow,Salamence,Salamence,Physical
65071,Alolan Grimer,Nuzleaf,Nuzleaf,Physical
65072,Sawsbuck,Scorbunny,Scorbunny,Physical
65073,Lunala,Skitty,Skitty,Physical
65074,Diancie,Croconaw,Croconaw,Physical
65075,Popplio,Boldore,Boldore,Physical
65076,Ledyba,Pincurchin,Pincurchin,Special
65077,Dragalge,Gossifleur,Dragalge,Special
65078,Pachirisu,Vespiquen,Vespiquen,Special
65079,Ralts,Shellos,Shellos,Special
65080,Ivysaur,Serperior,Serperior,Physical
65081,Kakuna,Calyrex,Calyrex,Physical
65082,Passimian,Panpour,Panpour,Special
65083,Bagon,Lotad,Lotad,Special
65084,Yveltal,Slowpoke,Yveltal,Physical
65085,Lileep,Crustle,Crustle,Physical
65086,Lillipup,Boldore,Boldore,Physical
65087,Jigglypuff,Victini,Victini,Special
65088,Slowbro,Greedent,Slowbro,Special
65089,Alomomola,Hoopa Unbound,Alomomola,Physical
65090,Lunatone,Regidrago,Regidrago,Physical
65091,Munchlax,Yamask,Munchlax,Special
65092,Gligar,Alolan Persian,Alolan Persian,Special
65093,Ivysaur,Dreepy,Ivysaur,Physical
65094,Latias,Combee,Latias,Special
65095,Swalot,Dragonite,Dragonite,Physical
65096,Swoobat,Shiinotic,Swoobat,Physical
65097,Leavanny,Zigzagoon,Leavanny,Physical
65098,Obstagoon,Comfey,Obstagoon,Physical
65099,Whirlipede,Comfey,Whirlipede,Physical
65100,Impidimp,Patrat,Impidimp,Physical
65101,Forretress,Scorbunny,Scorbunny,Special
65102,Dratini,Hippopotas,Dratini,Special
65103,Dewpider,Dubwool,Dubwool,Physical
65104,Reuniclus,Octillery,Octillery,Special
65105,Quilladin,Dewgong,Quilladin,Physical
65106,Volcarona,Minccino,Volcarona,Physical
65107,Cacturne,Plusle,Plusle,Physical
65108,Nidorino,Anorith,Nidorino,Special
65109,Meowth,Weavile,Weavile,Physical
65110,Klang,Whimsicott,Whimsicott,Special
65111,Seadra,Piplup,Piplup,Physical
65112,Alolan Rattata,Slugma,Slugma,Special
65113,Ivysaur,Purrloin,Ivysaur,Special
65114,Regice,Gulpin,Regice,Physical
65115,Mega Salamence,Crawdaunt,Mega Salamence,Physical
65116,Corsola,Blitzle,Blitzle,Physical
65117,Voltorb,Relicanth,Relicanth,Physical
65118,Victini,Mega Houndoom,Victini,Physical
65119,Alolan Vulpix,Slakoth,Alolan Vulpix,Physical
65120,Flabébé,Sneasel,Flabébé,Physical
65121,Yamask,Staraptor,Yamask,Special
65122,Nihilego,Meditite,Nihilego,Physical
65123,Sinistea,Aurorus,Aurorus,Physical
65124,Mankey,Palkia,Mankey,Physical
65125,Shellos,Gossifleur,Gossifleur,Physical
65126,Moltres,Kabuto,Kabuto,Physical
65127,Mega Lucario,Glameow,Mega Lucario,Physical
65128,Bergmite,Malamar,Malamar,Physical
65129,Bonsly,Electabuzz,Bonsly,Physical
65130,Celesteela,Mega Beedrill,Mega Beedrill,Physical
65131,Paras,Bewear,Bewear,Physical
65132,Sobble,Crobat,Crobat,Physical
65133,Feraligatr,Morgrem,Feraligatr,Special
65134,Mudbray,Moltres,Moltres,Physical
65135,Alolan Rattata,Aurorus,Aurorus,Special
65136,Paras,Suicune,Paras,Physical
65137,Vullaby,Electrike,Electrike,Physical
65138,Meowstic Female,Lumineon,Lumineon,Special
65139,Raikou,Carvanha,Raikou,Physical
65140,Exeggutor,Buizel,Exeggutor,Physical
65141,Piplup,Marill,Piplup,Physical
65142,Bouffalant,Torracat,Bouffalant,Physical
65143,Totodile,Fan Rotom,Fan Rotom,Special
65144,Ariados,Cursola,Cursola,Physical
65145,Pincurchin,Sudowoodo,Sudowoodo,Physical
65146,Flaaffy,Mankey,Flaaffy,Physical
65147,Marshtomp,Wash Rotom,Wash Rotom,Physical
65148,Quagsire,Hoopa Unbound,Hoopa Unbound,Physical
65149,Silvally,Octillery,Silvally,Special
65150,Diggersby,Alolan Geodude,Diggersby,Physical
65151,Jolteon,Scyther,Scyther,Physical
65152,Munna,Rattata,Rattata,Physical
65153,Sigilyph,Mandibuzz,Mandibuzz,Physical
65154,Polteageist,Grovyle,Polteageist,Special
65155,Torterra,Vullaby,Vullaby,Physical
65156,Sobble,Raboot,Sobble,Physical
65157,Whiscash,Nihilego,Nihilego,Special
65158,Porygon,Venipede,Porygon,Special
65159,Lotad,Pupitar,Pupitar,Physical
65160,Palossand,Mudbray,Palossand,Special
65161,Zorua,Tapu Fini,Tapu Fini,Special
65162,Snubbull,Tapu Fini,Snubbull,Physical
65163,Latias,Serperior,Latias,Physical
65164,Happiny,Tirtouga,Tirtouga,Special
65165,Tapu Fini,Probopass,Tapu Fini,Special
65166,Serperior,Spectrier,Serperior,Physical
65167,Tapu Bulu,Beedrill,Tapu Bulu,Special
65168,Gastly,Diggersby,Diggersby,Physical
65169,Dusclops,Sunflora,Sunflora,Special
65170,Cobalion,Sigilyph,Sigilyph,Special
65171,Taillow,Vanillish,Vanillish,Special
65172,Mienfoo,Alcremie,Alcremie,Physical
65173,Aipom,Cinderace,Cinderace,Physical
65174,Leavanny,Togetic,Togetic,Physical
65175,Melmetal,Liepard,Melmetal,Physical
65176,Victini,Sudowoodo,Victini,Special
65177,Gabite,Drifloon,Gabite,Special
65178,Yamper,Phione,Phione,Physical
65179,Magnezone,Meowstic Female,Magnezone,Physical
65180,Arcanine,Mawile,Arcanine,Special
65181,Numel,Ledyba,Ledyba,Physical
65182,Shuppet,Corsola,Corsola,Special
65183,Roserade,Salazzle,Salazzle,Physical
65184,Sealeo,Hitmonchan,Hitmonchan,Physical
65185,Solrock,Magikarp,Solrock,Physical
65186,Heatran,Shiftry,Heatran,Physical
65187,Pikachu,Magearna,Magearna,Physical
65188,Electrike,Dwebble,Dwebble,Physical
65189,Simisage,Natu,Simisage,Physical
65190,Stoutland,Marowak,Stoutland,Physical
65191,Stufful,Beedrill,Beedrill,Physical
65192,Mega Ampharos,Piloswine,Mega Ampharos,Special
65193,Pancham,Malamar,Malamar,Physical
